# Odd number information

# `n`       a positive odd integer
# `base3`   the ternary representation of n
# `base2`   the binary representation of n
# `dist`    the number of odd-to-odd Collatz for n steps to reach 1
# `nl`      the odd core valuation of the even number n-1 to the left of odd n
# `nr`      the odd core valuation of the even number n+1 to the right of odd n
# `m*`      the prime residues of n modulo a set of primes
# `factors` the prime factors of n

    n,      base3,           base2, dist,        nl,        nr, m3, m5, m7, m11, m13, m17, factors
 5909,   22002212,   1011100010101,    4,  (1477 2),  (2955 1), 2,  4,  1,  2,   7,   10,  {19 311}
 5911,   22002221,   1011100010111,   50,  (2955 1),   (739 3), 1,  1,  3,  4,   9,   12,  {23 257}
 5913,   22010000,   1011100011001,   26,   (739 3),  (2957 1), 0,  3,  5,  6,   11,  14,  {3 73}
 5915,   22010002,   1011100011011,   62,  (2957 1),  (1479 2), 2,  0,  0,  8,   0,   16,  {5 7 13}
 5917,   22010011,   1011100011101,   33,  (1479 2),  (2959 1), 1,  2,  2,  10,  2,   1,   {61 97}
 5919,   22010020,   1011100011111,   62,  (2959 1),   (185 5), 0,  4,  4,  1,   4,   3,   {3 1973}
 5921,   22010022,   1011100100001,   67,   (185 5),  (2961 1), 2,  1,  6,  3,   6,   5,   {31 191}
 5923,   22010101,   1011100100011,    9,  (2961 1),  (1481 2), 1,  3,  1,  5,   8,   7,   {5923}
 5925,   22010110,   1011100100101,    9,  (1481 2),  (2963 1), 0,  0,  3,  7,   10,  9,   {3 5 79}
 5927,   22010112,   1011100100111,   23,  (2963 1),   (741 3), 2,  2,  5,  9,   12,  11,  {5927}
 5929,   22010121,   1011100101001,   67,   (741 3),  (2965 1), 1,  4,  0,  0,   1,   13,  {7 11}
 5931,   22010200,   1011100101011,    9,  (2965 1),  (1483 2), 0,  1,  2,  2,   3,   15,  {3 659}
 5933,   22010202,   1011100101101,   50,  (1483 2),  (2967 1), 2,  3,  4,  4,   5,   0,   {17 349}
 5935,   22010211,   1011100101111,   33,  (2967 1),   (371 4), 1,  0,  6,  6,   7,   2,   {5 1187}
 5937,   22010220,   1011100110001,   50,   (371 4),  (2969 1), 0,  2,  1,  8,   9,   4,   {3 1979}
 5939,   22010222,   1011100110011,   50,  (2969 1),  (1485 2), 2,  4,  3,  10,  11,  6,   {5939}
 5941,   22011001,   1011100110101,   14,  (1485 2),  (2971 1), 1,  1,  5,  1,   0,   8,   {13 457}
 5943,   22011010,   1011100110111,   14,  (2971 1),   (743 3), 0,  3,  0,  3,   2,   10,  {3 7 283}
 5945,   22011012,   1011100111001,   14,   (743 3),  (2973 1), 2,  0,  2,  5,   4,   12,  {5 29 41}
 5947,   22011021,   1011100111011,   50,  (2973 1),  (1487 2), 1,  2,  4,  7,   6,   14,  {19 313}
 5949,   22011100,   1011100111101,   33,  (1487 2),  (2975 1), 0,  4,  6,  9,   8,   16,  {3 661}
 5951,   22011102,   1011100111111,   14,  (2975 1),    (93 6), 2,  1,  1,  0,   10,  1,   {11 541}
 5953,   22011111,   1011101000001,   14,    (93 6),  (2977 1), 1,  3,  3,  2,   12,  3,   {5953}
 5955,   22011120,   1011101000011,   50,  (2977 1),  (1489 2), 0,  0,  5,  4,   1,   5,   {3 5 397}
 5957,   22011122,   1011101000101,   14,  (1489 2),  (2979 1), 2,  2,  0,  6,   3,   7,   {7 23 37}
 5959,   22011201,   1011101000111,   43,  (2979 1),   (745 3), 1,  4,  2,  8,   5,   9,   {59 101}
 5961,   22011210,   1011101001001,   14,   (745 3),  (2981 1), 0,  1,  4,  10,  7,   11,  {3 1987}
 5963,   22011212,   1011101001011,   14,  (2981 1),  (1491 2), 2,  3,  6,  1,   9,   13,  {67 89}
 5965,   22011221,   1011101001101,   31,  (1491 2),  (2983 1), 1,  0,  1,  3,   11,  15,  {5 1193}
 5967,   22012000,   1011101001111,   50,  (2983 1),   (373 4), 0,  2,  3,  5,   0,   0,   {3 13 17}
 5969,   22012002,   1011101010001,   31,   (373 4),  (2985 1), 2,  4,  5,  7,   2,   2,   {47 127}
 5971,   22012011,   1011101010011,   50,  (2985 1),  (1493 2), 1,  1,  0,  9,   4,   4,   {7 853}
 5973,   22012020,   1011101010101,    4,  (1493 2),  (2987 1), 0,  3,  2,  0,   6,   6,   {3 11 181}
 5975,   22012022,   1011101010111,   14,  (2987 1),   (747 3), 2,  0,  4,  2,   8,   8,   {5 239}
 5977,   22012101,   1011101011001,   14,   (747 3),  (2989 1), 1,  2,  6,  4,   10,  10,  {43 139}
 5979,   22012110,   1011101011011,   16,  (2989 1),  (1495 2), 0,  4,  1,  6,   12,  12,  {3 1993}
 5981,   22012112,   1011101011101,   14,  (1495 2),  (2991 1), 2,  1,  3,  8,   1,   14,  {5981}
 5983,   22012121,   1011101011111,   14,  (2991 1),   (187 5), 1,  3,  5,  10,  3,   16,  {31 193}
 5985,   22012200,   1011101100001,   31,   (187 5),  (2993 1), 0,  0,  0,  1,   5,   1,   {3 5 7 19}
 5987,   22012202,   1011101100011,   14,  (2993 1),  (1497 2), 2,  2,  2,  3,   7,   3,   {5987}
 5989,   22012211,   1011101100101,   14,  (1497 2),  (2995 1), 1,  4,  4,  5,   9,   5,   {53 113}
 5991,   22012220,   1011101100111,   31,  (2995 1),   (749 3), 0,  1,  6,  7,   11,  7,   {3 1997}
 5993,   22012222,   1011101101001,   26,   (749 3),  (2997 1), 2,  3,  1,  9,   0,   9,   {13 461}
 5995,   22020001,   1011101101011,   26,  (2997 1),  (1499 2), 1,  0,  3,  0,   2,   11,  {5 11 109}
 5997,   22020010,   1011101101101,   14,  (1499 2),  (2999 1), 0,  2,  5,  2,   4,   13,  {3 1999}
 5999,   22020012,   1011101101111,   67,  (2999 1),   (375 4), 2,  4,  0,  4,   6,   15,  {7 857}
 6001,   22020021,   1011101110001,   14,   (375 4),  (3001 1), 1,  1,  2,  6,   8,   0,   {17 353}
 6003,   22020100,   1011101110011,   11,  (3001 1),  (1501 2), 0,  3,  4,  8,   10,  2,   {3 23 29}
 6005,   22020102,   1011101110101,   14,  (1501 2),  (3003 1), 2,  0,  6,  10,  12,  4,   {5 1201}
 6007,   22020111,   1011101110111,   11,  (3003 1),   (751 3), 1,  2,  1,  1,   1,   6,   {6007}
 6009,   22020120,   1011101111001,   31,   (751 3),  (3005 1), 0,  4,  3,  3,   3,   8,   {3 2003}
 6011,   22020122,   1011101111011,   11,  (3005 1),  (1503 2), 2,  1,  5,  5,   5,   10,  {6011}
 6013,   22020201,   1011101111101,   50,  (1503 2),  (3007 1), 1,  3,  0,  7,   7,   12,  {7 859}
 6015,   22020210,   1011101111111,   55,  (3007 1),    (47 7), 0,  0,  2,  9,   9,   14,  {3 5 401}
 6017,   22020212,   1011110000001,   67,    (47 7),  (3009 1), 2,  2,  4,  0,   11,  16,  {11 547}
 6019,   22020221,   1011110000011,   11,  (3009 1),  (1505 2), 1,  4,  6,  2,   0,   1,   {13 463}
 6021,   22021000,   1011110000101,   11,  (1505 2),  (3011 1), 0,  1,  1,  4,   2,   3,   {3 223}
 6023,   22021002,   1011110000111,   11,  (3011 1),   (753 3), 2,  3,  3,  6,   4,   5,   {19 317}
 6025,   22021011,   1011110001001,   31,   (753 3),  (3013 1), 1,  0,  5,  8,   6,   7,   {5 241}
 6027,   22021020,   1011110001011,   67,  (3013 1),  (1507 2), 0,  2,  0,  10,  8,   9,   {3 7 41}
 6029,   22021022,   1011110001101,    4,  (1507 2),  (3015 1), 2,  4,  2,  1,   10,  11,  {6029}
 6031,   22021101,   1011110001111,   31,  (3015 1),   (377 4), 1,  1,  4,  3,   12,  13,  {37 163}
 6033,   22021110,   1011110010001,   11,   (377 4),  (3017 1), 0,  3,  6,  5,   1,   15,  {3 2011}
 6035,   22021112,   1011110010011,   11,  (3017 1),  (1509 2), 2,  0,  1,  7,   3,   0,   {5 17 71}
 6037,   22021121,   1011110010101,   21,  (1509 2),  (3019 1), 1,  2,  3,  9,   5,   2,   {6037}
 6039,   22021200,   1011110010111,   21,  (3019 1),   (755 3), 0,  4,  5,  0,   7,   4,   {3 11 61}
 6041,   22021202,   1011110011001,   21,   (755 3),  (3021 1), 2,  1,  0,  2,   9,   6,   {7 863}
 6043,   22021211,   1011110011011,   43,  (3021 1),  (1511 2), 1,  3,  2,  4,   11,  8,   {6043}
 6045,   22021220,   1011110011101,   31,  (1511 2),  (3023 1), 0,  0,  4,  6,   0,   10,  {3 5 13 31}
 6047,   22021222,   1011110011111,   31,  (3023 1),   (189 5), 2,  2,  6,  8,   2,   12,  {6047}
 6049,   22022001,   1011110100001,   21,   (189 5),  (3025 1), 1,  4,  1,  10,  4,   14,  {23 263}
 6051,   22022010,   1011110100011,   21,  (3025 1),  (1513 2), 0,  1,  3,  1,   6,   16,  {3 2017}
 6053,   22022012,   1011110100101,   21,  (1513 2),  (3027 1), 2,  3,  5,  3,   8,   1,   {6053}
 6055,   22022021,   1011110100111,   31,  (3027 1),   (757 3), 1,  0,  0,  5,   10,  3,   {5 7 173}
 6057,   22022100,   1011110101001,   67,   (757 3),  (3029 1), 0,  2,  2,  7,   12,  5,   {3 673}
 6059,   22022102,   1011110101011,   50,  (3029 1),  (1515 2), 2,  4,  4,  9,   1,   7,   {73 83}
 6061,   22022111,   1011110101101,   50,  (1515 2),  (3031 1), 1,  1,  6,  0,   3,   9,   {11 19 29}
 6063,   22022120,   1011110101111,   50,  (3031 1),   (379 4), 0,  3,  1,  2,   5,   11,  {3 43 47}
 6065,   22022122,   1011110110001,    4,   (379 4),  (3033 1), 2,  0,  3,  4,   7,   13,  {5 1213}
 6067,   22022201,   1011110110011,    4,  (3033 1),  (1517 2), 1,  2,  5,  6,   9,   15,  {6067}
 6069,   22022210,   1011110110101,   19,  (1517 2),  (3035 1), 0,  4,  0,  8,   11,  0,   {3 7 17}
 6071,   22022212,   1011110110111,   55,  (3035 1),   (759 3), 2,  1,  2,  10,  0,   2,   {13 467}
 6073,   22022221,   1011110111001,   19,   (759 3),  (3037 1), 1,  3,  4,  1,   2,   4,   {6073}
 6075,   22100000,   1011110111011,   19,  (3037 1),  (1519 2), 0,  0,  6,  3,   4,   6,   {3 5}
 6077,   22100002,   1011110111101,   55,  (1519 2),  (3039 1), 2,  2,  1,  5,   6,   8,   {59 103}
 6079,   22100011,   1011110111111,   21,  (3039 1),    (95 6), 1,  4,  3,  7,   8,   10,  {6079}
 6081,   22100020,   1011111000001,   19,    (95 6),  (3041 1), 0,  1,  5,  9,   10,  12,  {3 2027}
 6083,   22100022,   1011111000011,   55,  (3041 1),  (1521 2), 2,  3,  0,  0,   12,  14,  {7 11 79}
 6085,   22100101,   1011111000101,   38,  (1521 2),  (3043 1), 1,  0,  2,  2,   1,   16,  {5 1217}
 6087,   22100110,   1011111000111,   55,  (3043 1),   (761 3), 0,  2,  4,  4,   3,   1,   {3 2029}
 6089,   22100112,   1011111001001,   19,   (761 3),  (3045 1), 2,  4,  6,  6,   5,   3,   {6089}
 6091,   22100121,   1011111001011,    9,  (3045 1),  (1523 2), 1,  1,  1,  8,   7,   5,   {6091}
 6093,   22100200,   1011111001101,    9,  (1523 2),  (3047 1), 0,  3,  3,  10,  9,   7,   {3 677}
 6095,   22100202,   1011111001111,   19,  (3047 1),   (381 4), 2,  0,  5,  1,   11,  9,   {5 23 53}
 6097,   22100211,   1011111010001,    9,   (381 4),  (3049 1), 1,  2,  0,  3,   0,   11,  {7 13 67}
 6099,   22100220,   1011111010011,   43,  (3049 1),  (1525 2), 0,  4,  2,  5,   2,   13,  {3 19 107}
 6101,   22100222,   1011111010101,   38,  (1525 2),  (3051 1), 2,  1,  4,  7,   4,   15,  {6101}
 6103,   22101001,   1011111010111,   55,  (3051 1),   (763 3), 1,  3,  6,  9,   6,   0,   {17 359}
 6105,   22101010,   1011111011001,   38,   (763 3),  (3053 1), 0,  0,  1,  0,   8,   2,   {3 5 11 37}
 6107,   22101012,   1011111011011,   55,  (3053 1),  (1527 2), 2,  2,  3,  2,   10,  4,   {31 197}
 6109,   22101021,   1011111011101,   55,  (1527 2),  (3055 1), 1,  4,  5,  4,   12,  6,   {41 149}
 6111,   22101100,   1011111011111,   31,  (3055 1),   (191 5), 0,  1,  0,  6,   1,   8,   {3 7 97}
 6113,   22101102,   1011111100001,   55,   (191 5),  (3057 1), 2,  3,  2,  8,   3,   10,  {6113}
 6115,   22101111,   1011111100011,   38,  (3057 1),  (1529 2), 1,  0,  4,  10,  5,   12,  {5 1223}
 6117,   22101120,   1011111100101,   19,  (1529 2),  (3059 1), 0,  2,  6,  1,   7,   14,  {3 2039}
 6119,   22101122,   1011111100111,   19,  (3059 1),   (765 3), 2,  4,  1,  3,   9,   16,  {29 211}
 6121,   22101201,   1011111101001,   62,   (765 3),  (3061 1), 1,  1,  3,  5,   11,  1,   {6121}
 6123,   22101210,   1011111101011,   67,  (3061 1),  (1531 2), 0,  3,  5,  7,   0,   3,   {3 13 157}
 6125,   22101212,   1011111101101,   19,  (1531 2),  (3063 1), 2,  0,  0,  9,   2,   5,   {5 7}
 6127,   22101221,   1011111101111,   19,  (3063 1),   (383 4), 1,  2,  2,  0,   4,   7,   {11 557}
 6129,   22102000,   1011111110001,   14,   (383 4),  (3065 1), 0,  4,  4,  2,   6,   9,   {3 227}
 6131,   22102002,   1011111110011,   55,  (3065 1),  (1533 2), 2,  1,  6,  4,   8,   11,  {6131}
 6133,   22102011,   1011111110101,   14,  (1533 2),  (3067 1), 1,  3,  1,  6,   10,  13,  {6133}
 6135,   22102020,   1011111110111,   19,  (3067 1),   (767 3), 0,  0,  3,  8,   12,  15,  {3 5 409}
 6137,   22102022,   1011111111001,   43,   (767 3),  (3069 1), 2,  2,  5,  10,  1,   0,   {17 19}
 6139,   22102101,   1011111111011,   43,  (3069 1),  (1535 2), 1,  4,  0,  1,   3,   2,   {7 877}
 6141,   22102110,   1011111111101,   19,  (1535 2),  (3071 1), 0,  1,  2,  3,   5,   4,   {3 23 89}
 6143,   22102112,   1011111111111,   55,  (3071 1),    (3 11), 2,  3,  4,  5,   7,   6,   {6143}
 6145,   22102121,   1100000000001,   14,    (3 11),  (3073 1), 1,  0,  6,  7,   9,   8,   {5 1229}
 6147,   22102200,   1100000000011,   38,  (3073 1),  (1537 2), 0,  2,  1,  9,   11,  10,  {3 683}
 6149,   22102202,   1100000000101,   55,  (1537 2),  (3075 1), 2,  4,  3,  0,   0,   12,  {11 13 43}
 6151,   22102211,   1100000000111,   38,  (3075 1),   (769 3), 1,  1,  5,  2,   2,   14,  {6151}
 6153,   22102220,   1100000001001,   31,   (769 3),  (3077 1), 0,  3,  0,  4,   4,   16,  {3 7 293}
 6155,   22102222,   1100000001011,   55,  (3077 1),  (1539 2), 2,  0,  2,  6,   6,   1,   {5 1231}
 6157,   22110001,   1100000001101,    9,  (1539 2),  (3079 1), 1,  2,  4,  8,   8,   3,   {47 131}
 6159,   22110010,   1100000001111,   55,  (3079 1),   (385 4), 0,  4,  6,  10,  10,  5,   {3 2053}
 6161,   22110012,   1100000010001,    9,   (385 4),  (3081 1), 2,  1,  1,  1,   12,  7,   {61 101}
 6163,   22110021,   1100000010011,   55,  (3081 1),  (1541 2), 1,  3,  3,  3,   1,   9,   {6163}
 6165,   22110100,   1100000010101,    9,  (1541 2),  (3083 1), 0,  0,  5,  5,   3,   11,  {3 5 137}
 6167,   22110102,   1100000010111,    9,  (3083 1),   (771 3), 2,  2,  0,  7,   5,   13,  {7 881}
 6169,   22110111,   1100000011001,   38,   (771 3),  (3085 1), 1,  4,  2,  9,   7,   15,  {31 199}
 6171,   22110120,   1100000011011,   96,  (3085 1),  (1543 2), 0,  1,  4,  0,   9,   0,   {3 11 17}
 6173,   22110122,   1100000011101,   38,  (1543 2),  (3087 1), 2,  3,  6,  2,   11,  2,   {6173}
 6175,   22110201,   1100000011111,   50,  (3087 1),   (193 5), 1,  0,  1,  4,   0,   4,   {5 13 19}
 6177,   22110210,   1100000100001,   38,   (193 5),  (3089 1), 0,  2,  3,  6,   2,   6,   {3 29 71}
 6179,   22110212,   1100000100011,    9,  (3089 1),  (1545 2), 2,  4,  5,  8,   4,   8,   {37 167}
 6181,   22110221,   1100000100101,   19,  (1545 2),  (3091 1), 1,  1,  0,  10,  6,   10,  {7 883}
 6183,   22111000,   1100000100111,   55,  (3091 1),   (773 3), 0,  3,  2,  1,   8,   12,  {3 229}
 6185,   22111002,   1100000101001,   31,   (773 3),  (3093 1), 2,  0,  4,  3,   10,  14,  {5 1237}
 6187,   22111011,   1100000101011,   19,  (3093 1),  (1547 2), 1,  2,  6,  5,   12,  16,  {23 269}
 6189,   22111020,   1100000101101,    9,  (1547 2),  (3095 1), 0,  4,  1,  7,   1,   1,   {3 2063}
 6191,   22111022,   1100000101111,   60,  (3095 1),   (387 4), 2,  1,  3,  9,   3,   3,   {41 151}
 6193,   22111101,   1100000110001,   67,   (387 4),  (3097 1), 1,  3,  5,  0,   5,   5,   {11 563}
 6195,   22111110,   1100000110011,   67,  (3097 1),  (1549 2), 0,  0,  0,  2,   7,   7,   {3 5 7 59}
 6197,   22111112,   1100000110101,   43,  (1549 2),  (3099 1), 2,  2,  2,  4,   9,   9,   {6197}
 6199,   22111121,   1100000110111,   48,  (3099 1),   (775 3), 1,  4,  4,  6,   11,  11,  {6199}
 6201,   22111200,   1100000111001,    9,   (775 3),  (3101 1), 0,  1,  6,  8,   0,   13,  {3 13 53}
 6203,   22111202,   1100000111011,   31,  (3101 1),  (1551 2), 2,  3,  1,  10,  2,   15,  {6203}
 6205,   22111211,   1100000111101,   55,  (1551 2),  (3103 1), 1,  0,  3,  1,   4,   0,   {5 17 73}
 6207,   22111220,   1100000111111,   31,  (3103 1),    (97 6), 0,  2,  5,  3,   6,   2,   {3 2069}
 6209,   22111222,   1100001000001,   55,    (97 6),  (3105 1), 2,  4,  0,  5,   8,   4,   {7 887}
 6211,   22112001,   1100001000011,   55,  (3105 1),  (1553 2), 1,  1,  2,  7,   10,  6,   {6211}
 6213,   22112010,   1100001000101,   43,  (1553 2),  (3107 1), 0,  3,  4,  9,   12,  8,   {3 19 109}
 6215,   22112012,   1100001000111,   19,  (3107 1),   (777 3), 2,  0,  6,  0,   1,   10,  {5 11 113}
 6217,   22112021,   1100001001001,   38,   (777 3),  (3109 1), 1,  2,  1,  2,   3,   12,  {6217}
 6219,   22112100,   1100001001011,   43,  (3109 1),  (1555 2), 0,  4,  3,  4,   5,   14,  {3 691}
 6221,   22112102,   1100001001101,    9,  (1555 2),  (3111 1), 2,  1,  5,  6,   7,   16,  {6221}
 6223,   22112111,   1100001001111,    9,  (3111 1),   (389 4), 1,  3,  0,  8,   9,   1,   {7 127}
 6225,   22112120,   1100001010001,    9,   (389 4),  (3113 1), 0,  0,  2,  10,  11,  3,   {3 5 83}
 6227,   22112122,   1100001010011,   31,  (3113 1),  (1557 2), 2,  2,  4,  1,   0,   5,   {13 479}
 6229,   22112201,   1100001010101,   43,  (1557 2),  (3115 1), 1,  4,  6,  3,   2,   7,   {6229}
 6231,   22112210,   1100001010111,   19,  (3115 1),   (779 3), 0,  1,  1,  5,   4,   9,   {3 31 67}
 6233,   22112212,   1100001011001,   19,   (779 3),  (3117 1), 2,  3,  3,  7,   6,   11,  {23 271}
 6235,   22112221,   1100001011011,   67,  (3117 1),  (1559 2), 1,  0,  5,  9,   8,   13,  {5 29 43}
 6237,   22120000,   1100001011101,   19,  (1559 2),  (3119 1), 0,  2,  0,  0,   10,  15,  {3 7 11}
 6239,   22120002,   1100001011111,   14,  (3119 1),   (195 5), 2,  4,  2,  2,   12,  0,   {17 367}
 6241,   22120011,   1100001100001,   14,   (195 5),  (3121 1), 1,  1,  4,  4,   1,   2,   {79}
 6243,   22120020,   1100001100011,   19,  (3121 1),  (1561 2), 0,  3,  6,  6,   3,   4,   {3 2081}
 6245,   22120022,   1100001100101,   19,  (1561 2),  (3123 1), 2,  0,  1,  8,   5,   6,   {5 1249}
 6247,   22120101,   1100001100111,   67,  (3123 1),   (781 3), 1,  2,  3,  10,  7,   8,   {6247}
 6249,   22120110,   1100001101001,   55,   (781 3),  (3125 1), 0,  4,  5,  1,   9,   10,  {3 2083}
 6251,   22120112,   1100001101011,   38,  (3125 1),  (1563 2), 2,  1,  0,  3,   11,  12,  {7 19 47}
 6253,   22120121,   1100001101101,   55,  (1563 2),  (3127 1), 1,  3,  2,  5,   0,   14,  {13 37}
 6255,   22120200,   1100001101111,   38,  (3127 1),   (391 4), 0,  0,  4,  7,   2,   16,  {3 5 139}
 6257,   22120202,   1100001110001,   43,   (391 4),  (3129 1), 2,  2,  6,  9,   4,   1,   {6257}
 6259,   22120211,   1100001110011,   38,  (3129 1),  (1565 2), 1,  4,  1,  0,   6,   3,   {11 569}
 6261,   22120220,   1100001110101,   43,  (1565 2),  (3131 1), 0,  1,  3,  2,   8,   5,   {3 2087}
 6263,   22120222,   1100001110111,   38,  (3131 1),   (783 3), 2,  3,  5,  4,   10,  7,   {6263}
 6265,   22121001,   1100001111001,   28,   (783 3),  (3133 1), 1,  0,  0,  6,   12,  9,   {5 7 179}
 6267,   22121010,   1100001111011,   19,  (3133 1),  (1567 2), 0,  2,  2,  8,   1,   11,  {3 2089}
 6269,   22121012,   1100001111101,   19,  (1567 2),  (3135 1), 2,  4,  4,  10,  3,   13,  {6269}
 6271,   22121021,   1100001111111,   38,  (3135 1),    (49 7), 1,  1,  6,  1,   5,   15,  {6271}
 6273,   22121100,   1100010000001,   19,    (49 7),  (3137 1), 0,  3,  1,  3,   7,   0,   {3 17 41}
 6275,   22121102,   1100010000011,    9,  (3137 1),  (1569 2), 2,  0,  3,  5,   9,   2,   {5 251}
 6277,   22121111,   1100010000101,    9,  (1569 2),  (3139 1), 1,  2,  5,  7,   11,  4,   {6277}
 6279,   22121120,   1100010000111,   36,  (3139 1),   (785 3), 0,  4,  0,  9,   0,   6,   {3 7 13 23}
 6281,   22121122,   1100010001001,   19,   (785 3),  (3141 1), 2,  1,  2,  0,   2,   8,   {11 571}
 6283,   22121201,   1100010001011,   55,  (3141 1),  (1571 2), 1,  3,  4,  2,   4,   10,  {61 103}
 6285,   22121210,   1100010001101,   43,  (1571 2),  (3143 1), 0,  0,  6,  4,   6,   12,  {3 5 419}
 6287,   22121212,   1100010001111,   36,  (3143 1),   (393 4), 2,  2,  1,  6,   8,   14,  {6287}
 6289,   22121221,   1100010010001,   19,   (393 4),  (3145 1), 1,  4,  3,  8,   10,  16,  {19 331}
 6291,   22122000,   1100010010011,   19,  (3145 1),  (1573 2), 0,  1,  5,  10,  12,  1,   {3 233}
 6293,   22122002,   1100010010101,   19,  (1573 2),  (3147 1), 2,  3,  0,  1,   1,   3,   {7 29 31}
 6295,   22122011,   1100010010111,   43,  (3147 1),   (787 3), 1,  0,  2,  3,   3,   5,   {5 1259}
 6297,   22122020,   1100010011001,   19,   (787 3),  (3149 1), 0,  2,  4,  5,   5,   7,   {3 2099}
 6299,   22122022,   1100010011011,   19,  (3149 1),  (1575 2), 2,  4,  6,  7,   7,   9,   {6299}
 6301,   22122101,   1100010011101,   19,  (1575 2),  (3151 1), 1,  1,  1,  9,   9,   11,  {6301}
 6303,   22122110,   1100010011111,   55,  (3151 1),   (197 5), 0,  3,  3,  0,   11,  13,  {3 11 191}
 6305,   22122112,   1100010100001,   19,   (197 5),  (3153 1), 2,  0,  5,  2,   0,   15,  {5 13 97}
 6307,   22122121,   1100010100011,   19,  (3153 1),  (1577 2), 1,  2,  0,  4,   2,   0,   {7 17 53}
 6309,   22122200,   1100010100101,   31,  (1577 2),  (3155 1), 0,  4,  2,  6,   4,   2,   {3 701}
 6311,   22122202,   1100010100111,   36,  (3155 1),   (789 3), 2,  1,  4,  8,   6,   4,   {6311}
 6313,   22122211,   1100010101001,   55,   (789 3),  (3157 1), 1,  3,  6,  10,  8,   6,   {59 107}
 6315,   22122220,   1100010101011,   19,  (3157 1),  (1579 2), 0,  0,  1,  1,   10,  8,   {3 5 421}
 6317,   22122222,   1100010101101,   43,  (1579 2),  (3159 1), 2,  2,  3,  3,   12,  10,  {6317}
 6319,   22200001,   1100010101111,   72,  (3159 1),   (395 4), 1,  4,  5,  5,   1,   12,  {71 89}
 6321,   22200010,   1100010110001,   55,   (395 4),  (3161 1), 0,  1,  0,  7,   3,   14,  {3 7 43}
 6323,   22200012,   1100010110011,   55,  (3161 1),  (1581 2), 2,  3,  2,  9,   5,   16,  {6323}
 6325,   22200021,   1100010110101,   26,  (1581 2),  (3163 1), 1,  0,  4,  0,   7,   1,   {5 11 23}
 6327,   22200100,   1100010110111,   16,  (3163 1),   (791 3), 0,  2,  6,  2,   9,   3,   {3 19 37}
 6329,   22200102,   1100010111001,   55,   (791 3),  (3165 1), 2,  4,  1,  4,   11,  5,   {6329}
 6331,   22200111,   1100010111011,   16,  (3165 1),  (1583 2), 1,  1,  3,  6,   0,   7,   {13 487}
 6333,   22200120,   1100010111101,   60,  (1583 2),  (3167 1), 0,  3,  5,  8,   2,   9,   {3 2111}
 6335,   22200122,   1100010111111,   55,  (3167 1),    (99 6), 2,  0,  0,  10,  4,   11,  {5 7 181}
 6337,   22200201,   1100011000001,   16,    (99 6),  (3169 1), 1,  2,  2,  1,   6,   13,  {6337}
