# `n`           a positive integer
# `factorzig`   the prime factors of n, indented by distance from the nearest prime
# `hsum`        the harmonic sum, the sum of the reciprocals of the prime factors of n
# `pi`          the prime counting function π(n), the number of primes less than or equal to n
# `piest`       an estimate of the prime counting function π(n), the number of primes less than or equal to n: n / (log n - 1)
# `riemannr`    the Riemann R function R(n)
# `riemannli`   the logarithmic integral Li(n)
# `cheby`       the Chebyshev θ(n) function, the sum of log p for primes p ≤ n
# `chebypow`    the Chebyshev ψ(n) function, the sum of log p for prime powers p^k ≤ n
# `vonmangoldt` the von Mangoldt function of n, Λ(n)
# `numdiv`      the number of divisors of n, τ(n)
# `sumdiv`      the sum of divisors of n, σ(n)
# `eulertot`    the Euler totient of n, φ(n)
# `carmichael`  the Carmichael function of n, λ(n)
# `dedekind`    the Dedekind ψ(n) function
# `mob`         the Möbius function of n, which is 1 if n is a product of an even number of distinct primes, -1 if odd, and 0 if any prime is repeated
# `numfacs`     the number of distinct prime factors of n, ω(n)
# `totfacs`     the total number of prime factors of n, counting multiplicity, Ω(n)
# `liouville`   the Liouville function of n, λ(n) = (-1)^Ω(n)
# `mertens`     the Mertens function M(n)
# `m*`          the prime residues of n modulo a set of primes
# `psym`        the symmetric primes at equal offsets around n
# `rad`         the radical of n, the product of its unique prime factors
# `mask`        the mask of prime factors (radical) of n, as a string

n,     factorzig,          hsum,     π,    π~,       R,        Li,       θ,        ψ,         Λ,      τ,   σ,     φ,     λ,     Dψ,    μ,   ω,  Ω,  λ,   M,    m2, m3, m5, m7, m11, m13, m17, m19, m23, m29, m31, psym,                                              rad,   mask
  843,     3⋅281,           0.33689,  146,  146.942,  145.806,  154.604,  806.082,   879.002,  0.000,   4,  1128,   560,   280,  1128,   1,  2,  2,   1,   -1,  1,  0,  3,  3,   7,  11,  10,   7,  15,   2,   6, 14 16 20 34 86 104 110 124 134 166 170 190 …,        843,  X                                                         X
  844,      2²⋅211,         0.50474,  146,  147.086,  145.951,  154.753,  806.082,   880.002,  0.000,   6,  1484,   420,   210,  1271,   0,  2,  3,  -1,   -1,  0,  1,  4,  4,   8,  12,  11,   8,  16,   3,   7, 15 33 75 93 153 225 243 273 357 387 405 435 …,       422, X                                             X
  845,       5⋅13²,         0.27692,  146,  147.230,  146.096,  154.901,  806.082,   881.002,  0.000,   6,  1098,   624,   156,  1091,   0,  2,  3,  -1,   -1,  1,  2,  0,  5,   9,   0,  12,   9,  17,   4,   8, 18 36 84 102 126 168 186 204 246 252 258 336 …,       65,   X  X
  846,        2⋅3²⋅47,      0.85461,  146,  147.373,  146.241,  155.049,  806.082,   882.002,  0.000,  12,  1872,   276,   138,  1727,   0,  3,  4,   1,   -1,  0,  0,  1,  6,  10,   1,  13,  10,  18,   5,   9, 7 17 35 37 73 95 107 137 145 163 173 185 …,          282, XX            X
  847,       7⋅11²,         0.23377,  146,  147.517,  146.386,  155.198,  806.082,   883.002,  0.000,   6,  1064,   660,   330,  1055,   0,  2,  3,  -1,   -1,  1,  1,  2,  0,   0,   2,  14,  11,  19,   6,  10, 36 60 90 120 174 186 204 216 240 246 270 276 …,       77,    XX
  848,      2⁴⋅53,          0.51887,  146,  147.661,  146.531,  155.346,  806.082,   884.002,  0.000,  10,  1674,   416,    52,  1296,   0,  2,  5,  -1,   -1,  0,  2,  3,  1,   1,   3,  15,  12,  20,   7,  11, 9 39 105 129 165 171 201 249 255 261 339 345 …,      106, X              X
  849,     3⋅283,           0.33687,  146,  147.805,  146.676,  155.494,  806.082,   885.002,  0.000,   4,  1136,   564,   282,  1136,   1,  2,  2,   1,    0,  1,  0,  4,  2,   2,   4,  16,  13,  21,   8,  12, 10 28 38 62 80 88 92 98 122 148 172 190 …,           849,  X                                                          X
  850,    2⋅5²⋅17,          0.75882,  146,  147.949,  146.822,  155.642,  806.082,   886.002,  0.000,  12,  1674,   320,    80,  1620,   0,  3,  4,   1,    0,  0,  1,  0,  3,   3,   5,   0,  14,  22,   9,  13, 27 117 141 159 189 219 237 243 273 279 303 351 …,    170, X X   X
  851,   23⋅37,             0.07051,  146,  148.092,  146.967,  155.791,  806.082,   887.002,  0.000,   4,   912,   792,   396,   912,   1,  2,  2,   1,    1,  1,  2,  1,  4,   4,   6,   1,  15,   0,  10,  14, 12 30 78 90 132 168 198 210 252 258 330 342 …,       851,         X  X
  852,  2²⋅3⋅71,            0.84742,  146,  148.236,  147.112,  155.939,  806.082,   888.002,  0.000,  12,  2016,   280,    70,  1728,   0,  3,  4,   1,    1,  0,  0,  2,  5,   5,   7,   2,  16,   1,  11,  15, 25 29 31 55 95 101 119 125 161 169 179 199 …,        426, XX                 X
  853, 853,                 0.00117,  147,  148.380,  147.257,  156.087,  812.831,   895.750,  6.749,   2,   854,   852,   852,   854,  -1,  1,  1,  -1,    0,  1,  1,  3,  6,   6,   8,   3,  17,   2,  12,  16, 24 30 66 84 114 144 180 210 234 240 276 396 …,       853,                                                                                                                                                   X
  854,  2⋅7⋅61,             0.65925,  147,  148.524,  147.402,  156.235,  812.831,   890.002,  0.000,   8,  1488,   360,    60,  1488,  -1,  3,  3,  -1,   -1,  0,  2,  4,  0,   7,   9,   4,  18,   3,  13,  17, 27 33 57 93 177 195 207 237 255 297 333 363 …,       854, X  X             X
  855,   3²⋅5⋅19,           0.58596,  147,  148.667,  147.546,  156.383,  812.831,   891.002,  0.000,  12,  1560,   432,    36,  1439,   0,  3,  4,   1,   -1,  1,  0,  0,  1,   8,  10,   5,   0,   4,  14,  18, 2 26 28 32 82 86 98 112 116 122 128 136 …,           285,  XX    X
  856,  2³⋅107,             0.50935,  147,  148.811,  147.691,  156.532,  812.831,   892.002,  0.000,   8,  1620,   424,   106,  1296,   0,  2,  4,   1,   -1,  0,  1,  1,  2,   9,  11,   6,   1,   5,  15,  19, 3 27 165 183 195 213 237 315 357 393 423 435 …,      214, X                          X
  857, 857,                 0.00117,  148,  148.954,  147.836,  156.680,  819.585,   899.755,  6.753,   2,   858,   856,   856,   857,  -1,  1,  1,  -1,   -2,  1,  2,  2,  3,  10,  12,   7,   2,   6,  16,  20, 30 84 96 114 156 174 204 240 294 336 366 426 …,      857,                                                                                                                                                    X
  858,  2⋅3⋅11⋅13,          1.00117,  148,  149.098,  147.981,  156.828,  819.585,   894.002,  0.000,  16,  2016,   240,    60,  2016,   1,  4,  4,   1,   -1,  0,  0,  3,  4,   0,   0,   8,   3,   7,  17,  21, 1 5 19 29 49 61 71 89 119 125 139 175 …,             858, XX  XX
  859, 859,                 0.00116,  149,  149.242,  148.126,  156.976,  826.340,   901.757,  6.756,   2,   860,   858,   858,   860,  -1,  1,  1,  -1,   -2,  1,  1,  4,  5,   1,   1,   9,   4,   8,  18,  22, 48 108 132 150 228 258 312 372 420 438 462 522 …,    859,                                                                                                                                                     X
  860,  2²⋅5⋅43,            0.72326,  149,  149.385,  148.271,  157.124,  826.340,   896.002,  0.000,  12,  1848,   336,    84,  1583,   0,  3,  4,   1,   -2,  0,  2,  0,  6,   2,   2,  10,   5,   9,  19,  23, 3 21 51 87 117 159 201 243 291 303 357 369 …,        430, X X          X
  861,   3⋅7⋅41,            0.50058,  149,  149.529,  148.416,  157.272,  826.340,   897.002,  0.000,   8,  1344,   480,   120,  1344,  -1,  3,  3,  -1,   -3,  1,  0,  1,  0,   3,   3,  11,   6,  10,  20,  24, 2 22 50 92 110 122 152 160 170 178 188 200 …,        861,  X X        X
  862,  2⋅431,              0.50232,  149,  149.672,  148.560,  157.420,  826.340,   898.002,  0.000,   4,  1296,   430,   430,  1296,   1,  2,  2,   1,   -2,  0,  1,  2,  1,   4,   4,  12,   7,  11,  21,  25, 75 105 129 135 171 189 201 231 255 261 291 339 …,    862, X                                                                                 X
  863, 863,                 0.00116,  150,  149.816,  148.705,  157.568,  833.101,   905.762,  6.760,   2,   864,   862,   862,   864,  -1,  1,  1,  -1,   -3,  1,  2,  3,  2,   5,   5,  13,   8,  12,  22,  26, 24 66 90 120 186 246 300 354 360 396 414 420 …,      863,                                                                                                                                                      X
  864,  2⁵⋅3³,              0.83333,  150,  149.959,  148.850,  157.716,  833.101,   900.002,  0.000,  24,  2520,   288,    72,  1728,   0,  2,  8,   1,   -3,  0,  0,  4,  3,   6,   6,  14,   9,  13,  23,  27, 43 55 77 103 107 113 145 155 187 205 223 233 …,        6, XX
  865,   5⋅173,             0.20578,  150,  150.102,  148.995,  157.863,  833.101,   901.002,  0.000,   4,  1044,   688,   172,  1044,   1,  2,  2,   1,   -2,  1,  1,  0,  4,   7,   7,  15,  10,  14,  24,  28, 12 42 54 126 132 156 174 204 222 252 258 264 …,      865,   X                                    X
  866,    2⋅433,            0.50231,  150,  150.246,  149.139,  158.011,  833.101,   902.002,  0.000,   4,  1302,   432,   432,  1302,   1,  2,  2,   1,   -1,  0,  2,  1,  5,   8,   8,  16,  11,  15,  25,  29, 45 105 147 165 183 225 297 357 363 417 423 435 …,    866, X                                                                                  X
  867,     3⋅17²,           0.39216,  150,  150.389,  149.284,  158.159,  833.101,   903.002,  0.000,   6,  1228,   544,   272,  1224,   0,  2,  3,  -1,   -1,  1,  0,  2,  6,   9,   9,   0,  12,  16,  26,  30, 10 14 40 44 70 80 110 116 124 166 184 194 …,          51,  X    X
  868,      2²⋅7⋅31,        0.67512,  150,  150.533,  149.429,  158.307,  833.101,   904.002,  0.000,  12,  1792,   360,    30,  1536,   0,  3,  4,   1,   -1,  0,  1,  3,  0,  10,  10,   1,  13,  17,  27,   0, 9 15 39 99 129 141 195 225 249 255 261 345 …,        434, X  X      X
  869,       11⋅79,         0.10357,  150,  150.676,  149.573,  158.455,  833.101,   905.002,  0.000,   4,   960,   780,   390,   959,   1,  2,  2,   1,    0,  1,  2,  4,  1,   0,  11,   2,  14,  18,  28,   1, 12 42 60 72 108 150 192 222 228 282 312 348 …,       869,     X                X
  870,        2⋅3⋅5⋅29,     1.06782,  150,  150.819,  149.718,  158.602,  833.101,   906.002,  0.000,  16,  2160,   224,    28,  2160,   1,  4,  4,   1,    1,  0,  0,  0,  2,   1,  12,   3,  15,  19,   0,   2, 7 11 13 17 41 49 59 83 97 101 113 127 …,             870, XXX      X
  871,       13⋅67,         0.09185,  150,  150.963,  149.862,  158.750,  833.101,   907.002,  0.000,   4,   952,   792,   132,   952,   1,  2,  2,   1,    2,  1,  1,  1,  3,   2,   0,   4,  16,  20,   1,   3, 12 48 120 138 162 180 198 252 258 300 330 408 …,     871,      X            X
  872,      2³⋅109,         0.50917,  150,  151.106,  150.007,  158.898,  833.101,   908.002,  0.000,   8,  1650,   432,   108,  1320,   0,  2,  4,   1,    2,  0,  2,  2,  4,   3,   1,   5,  17,  21,   2,   4, 9 15 75 99 111 189 219 225 231 279 309 315 …,        218, X                           X
  873,     3²⋅97,           0.34364,  150,  151.249,  150.152,  159.046,  833.101,   909.002,  0.000,   6,  1274,   576,    96,  1176,   0,  2,  3,  -1,    2,  1,  0,  3,  5,   4,   2,   6,  18,  22,   3,   5, 10 14 34 46 64 104 140 146 190 196 214 220 …,        291,  X                      X
  874,    2⋅19⋅23,          0.59611,  150,  151.392,  150.296,  159.193,  833.101,   910.002,  0.000,   8,  1440,   396,   198,  1440,  -1,  3,  3,  -1,    1,  0,  1,  4,  6,   5,   3,   7,   0,   0,   4,   6, 45 63 117 123 135 147 165 213 243 255 297 327 …,     874, X      XX
  875,   5³⋅7,              0.34286,  150,  151.536,  150.441,  159.341,  833.101,   911.002,  0.000,   8,  1248,   600,   300,  1199,   0,  2,  4,   1,    1,  1,  2,  0,  0,   6,   4,   8,   1,   1,   5,   7, 12 36 54 66 78 102 156 174 216 222 228 234 …,         35,   XX
  876,  2²⋅3⋅73,            0.84703,  150,  151.679,  150.585,  159.488,  833.101,   912.002,  0.000,  12,  2072,   288,    72,  1776,   0,  3,  4,   1,    1,  0,  0,  1,  1,   7,   5,   9,   2,   2,   6,   8, 53 65 107 115 133 137 143 157 175 185 193 215 …,     438, XX                  X
  877, 877,                 0.00114,  151,  151.822,  150.729,  159.636,  839.877,   919.778,  6.777,   2,   878,   876,   876,   878,  -1,  1,  1,  -1,    0,  1,  1,  2,  2,   8,   6,  10,   3,   3,   7,   9, 90 120 144 186 216 246 276 336 354 414 420 444 …,    877,                                                                                                                                                       X
  878,  2⋅439,              0.50228,  151,  151.965,  150.874,  159.784,  839.877,   914.002,  0.000,   4,  1320,   438,   438,  1320,   1,  2,  2,   1,    1,  0,  2,  3,  3,   9,   7,  11,   4,   4,   8,  10, 51 69 105 135 219 225 231 285 309 315 399 411 …,     878, X                                                                                   X
  879,   3⋅293,             0.33675,  151,  152.108,  151.018,  159.931,  839.877,   915.002,  0.000,   4,  1176,   584,   292,  1176,   1,  2,  2,   1,    2,  1,  0,  4,  4,  10,   8,  12,   5,   5,   9,  11, 2 40 50 58 68 92 118 140 152 160 170 218 …,          879,  X                                                           X
  880,  2⁴⋅5⋅11,            0.79091,  151,  152.251,  151.163,  160.079,  839.877,   916.002,  0.000,  20,  2232,   320,    20,  1727,   0,  3,  6,   1,    2,  0,  1,  0,  5,   0,   9,  13,   6,   6,  10,  12, 3 27 57 111 129 141 153 171 189 207 237 249 …,       110, X X X
  881, 881,                 0.00114,  152,  152.394,  151.307,  160.226,  846.658,   923.783,  6.781,   2,   882,   880,   880,   882,  -1,  1,  1,  -1,    1,  1,  2,  1,  6,   1,  10,  14,   7,   7,  11,  13, 60 72 138 180 222 228 282 312 378 402 420 438 …,     881,                                                                                                                                                        X
  882,  2⋅3²⋅7²,            0.97619,  152,  152.537,  151.451,  160.374,  846.658,   918.002,  0.000,  18,  2223,   252,    42,  2016,   0,  3,  5,  -1,    1,  0,  0,  2,  0,   2,  11,  15,   8,   8,  12,  14, 1 5 25 29 55 59 71 85 95 109 131 139 …,               42, XX X
  883, 883,                 0.00113,  153,  152.680,  151.596,  160.521,  853.442,   925.785,  6.783,   2,   884,   882,   882,   883,  -1,  1,  1,  -1,    0,  1,  1,  3,  1,   3,  12,  16,   9,   9,  13,  15, 24 54 114 126 150 156 210 240 270 396 420 444 …,     883,                                                                                                                                                         X
  884,  2²⋅13⋅17,           0.63575,  153,  152.823,  151.740,  160.668,  853.442,   920.002,  0.000,  12,  1764,   384,    48,  1512,   0,  3,  4,   1,    0,  0,  2,  4,  2,   4,   0,   0,  10,  10,  14,  16, 3 27 45 57 63 87 165 207 225 267 297 375 …,          442, X    XX
  885,   3⋅5⋅59,            0.55028,  153,  152.966,  151.884,  160.816,  853.442,   921.002,  0.000,   8,  1440,   464,   116,  1440,  -1,  3,  3,  -1,   -1,  1,  0,  0,  3,   5,   1,   1,  11,  11,  15,  17, 2 22 26 56 62 98 112 124 128 134 146 166 …,          885,  XX             X
  886,  2⋅443,              0.50226,  153,  153.109,  152.028,  160.963,  853.442,   922.002,  0.000,   4,  1332,   442,   442,  1331,   1,  2,  2,   1,    0,  0,  1,  1,  4,   6,   2,   2,  12,  12,  16,  18, 33 135 147 153 177 243 267 285 315 345 363 513 …,    886, X                                                                                    X
  887, 887,                 0.00113,  154,  153.252,  152.173,  161.110,  860.230,   929.790,  6.788,   2,   888,   886,   886,   888,  -1,  1,  1,  -1,   -1,  1,  2,  2,  5,   7,   3,   3,  13,  13,  17,  19, 24 60 66 90 126 144 204 210 294 300 330 396 …,       887,                                                                                                                                                          X
  888,  2³⋅3⋅37,            0.86036,  154,  153.395,  152.317,  161.258,  860.230,   924.002,  0.000,  16,  2280,   288,    36,  1824,   0,  3,  5,  -1,   -1,  0,  0,  3,  6,   8,   4,   4,  14,  14,  18,  20, 31 49 59 65 79 131 145 161 205 215 229 235 …,        222, XX         X
  889,   7⋅127,             0.15073,  154,  153.538,  152.461,  161.405,  860.230,   925.002,  0.000,   4,  1024,   756,   126,  1023,   1,  2,  2,   1,    0,  1,  1,  4,  0,   9,   5,   5,  15,  15,  19,  21, 30 78 102 120 132 150 162 180 198 228 282 312 …,     889,    X                          X
  890,    2⋅5⋅89,           0.71124,  154,  153.681,  152.605,  161.552,  860.230,   926.002,  0.000,   8,  1620,   352,    88,  1619,  -1,  3,  3,  -1,   -1,  0,  2,  0,  1,  10,   6,   6,  16,  16,  20,  22, 51 63 81 93 129 171 207 213 273 291 297 303 …,       890, X X                    X
  891,     3⁴⋅11,           0.42424,  154,  153.824,  152.749,  161.700,  860.230,   927.002,  0.000,  10,  1452,   540,   270,  1295,   0,  2,  5,  -1,   -1,  1,  0,  1,  2,   0,   7,   7,  17,  17,  21,  23, 28 38 62 80 118 122 130 140 148 158 172 200 …,        33,  X  X
  892,      2²⋅223,         0.50448,  154,  153.967,  152.893,  161.847,  860.230,   928.002,  0.000,   6,  1568,   444,   222,  1344,   0,  2,  3,  -1,   -1,  0,  1,  2,  3,   1,   8,   8,  18,  18,  22,  24, 15 105 141 159 201 231 261 279 321 345 405 429 …,    446, X                                              X
  893,       19⋅47,         0.07391,  154,  154.109,  153.038,  161.994,  860.230,   929.002,  0.000,   4,   960,   828,   414,   959,   1,  2,  2,   1,    0,  1,  2,  3,  4,   2,   9,   9,   0,  19,  23,  25, 36 54 84 120 210 216 294 300 324 330 336 384 …,      893,        X      X
  894,        2⋅3⋅149,      0.84004,  154,  154.252,  153.182,  162.141,  860.230,   930.002,  0.000,   8,  1800,   296,   148,  1800,  -1,  3,  3,  -1,   -1,  0,  0,  4,  5,   3,  10,  10,   1,  20,  24,  26, 13 17 35 73 83 97 125 137 155 167 175 193 …,         894, XX                                X
  895,         5⋅179,       0.20559,  154,  154.395,  153.326,  162.288,  860.230,   931.002,  0.000,   4,  1080,   712,   356,  1080,   1,  2,  2,   1,    0,  1,  1,  0,  6,   4,  11,  11,   2,  21,  25,  27, 12 42 72 126 138 144 156 168 222 234 276 318 …,      895,   X                                     X
  896,          2⁷⋅7,       0.64286,  154,  154.538,  153.470,  162.435,  860.230,   932.002,  0.000,  16,  2040,   384,    96,  1536,   0,  2,  8,   1,    0,  0,  2,  1,  0,   5,  12,  12,   3,  22,  26,  28, 15 33 57 75 87 123 135 153 195 213 255 297 …,         14, X  X
  897,           3⋅13⋅23,   0.45373,  154,  154.680,  153.614,  162.582,  860.230,   933.002,  0.000,   8,  1344,   528,   132,  1343,  -1,  3,  3,  -1,   -1,  1,  0,  2,  1,   6,   0,  13,   4,   0,  27,  29, 10 14 40 44 70 74 86 100 124 136 154 164 …,          897,  X   X  X
  898,          2⋅449,      0.50223,  154,  154.823,  153.758,  162.730,  860.230,   934.002,  0.000,   4,  1350,   448,   448,  1350,   1,  2,  2,   1,    0,  0,  1,  3,  2,   7,   1,  14,   5,   1,  28,  30, 21 39 69 111 141 165 171 189 225 255 351 399 …,      898, X                                                                                     X
