# Integer factorization table

n     - a positive integer
fact  - the prime factors of n, indented by distance from the nearest prime
π     - the prime counting function π(n), the number of primes less than or equal to n
π~    - an estimate of the prime counting function π(n), the number of primes less than or equal to n: n / (log n - 1)
R     - the Riemann R function R(n)
Li    - the logarithmic integral Li(n)
θ     - the Chebyshev θ(n) function, the sum of log p for primes p ≤ n
ψ     - the Chebyshev ψ(n) function, the sum of log p for prime powers p^k ≤ n
Λ     - the von Mangoldt function of n, Λ(n)
τ     - the number of divisors of n, τ(n)
σ     - the sum of divisors of n, σ(n)
φ     - the Euler totient of n, φ(n)
λ     - the Carmichael function of n, λ(n)
Dψ    - the Dedekind ψ(n) function
μ     - the Möbius function of n, which is 1 if n is a product of an even number of distinct primes, -1 if odd, and 0 if any prime is repeated
ω     - the number of distinct prime factors of n, ω(n)
Ω     - the total number of prime factors of n, counting multiplicity, Ω(n)
λ     - the Liouville function of n, λ(n) = (-1)^Ω(n)
M     - the Mertens function M(n)
m*    - the prime residues of n modulo a set of primes
psym  - the symmetric primes at equal offsets around n
rad   - the radical of n, the product of its unique prime factors
mask  - the mask of prime factors (radical) of n, as a string

```csv
    n, fact,                  π,       π~,        R,       Li,        θ,         ψ,      Λ,   τ,     σ,     φ,     λ,    Dψ,   μ,  ω,  Ω,   λ,    M, m2, m3, m5, m7, m11, m13, m17, m19, m23, m29, m31, psym,                                rad, mask
  661, 661,                 121,  120.318,  118.948,  127.110,  640.374,   672.910,  6.494,   2,   662,   660,   660,   662,  -1,  1,  1,  -1,  -11,  1,  1,  1,  3,   1,  11,  15,  15,  17,  23,  10, 30 48 90 162 198 222 330 348 …,      661,                                                                                                                         X
  662,  2⋅331,              121,  120.467,  119.098,  127.264,  640.374,   672.910,  0.000,   4,   996,   330,   330,   996,   1,  2,  2,   1,  -10,  0,  2,  2,  4,   2,  12,  16,  16,  18,  24,  11, 15 21 99 159 195 201 219 279 …,      662, X                                                                 X
  663,   3⋅13⋅17,           121,  120.616,  119.248,  127.418,  640.374,   672.910,  0.000,   8,  1008,   384,    48,  1007,  -1,  3,  3,  -1,  -11,  1,  0,  3,  5,   3,   0,   0,  17,  19,  25,  12, 10 20 46 56 64 70 76 94 …,           663,  X   XX
  664,    2³⋅83,            121,  120.765,  119.398,  127.572,  640.374,   672.910,  0.000,   8,  1260,   328,    82,  1007,   0,  2,  4,   1,  -11,  0,  1,  4,  6,   4,   1,   1,  18,  20,  26,  13, 45 63 87 93 123 165 243 255 …,       166, X                     X
  665,     5⋅7⋅19,          121,  120.914,  119.548,  127.725,  640.374,   672.910,  0.000,   8,   960,   432,    36,   959,  -1,  3,  3,  -1,  -12,  1,  2,  0,  0,   5,   2,   2,   0,  21,  27,  14, 12 18 78 96 108 144 156 162 …,       665,   XX   X
  666,      2⋅3²⋅37,        121,  121.063,  119.698,  127.879,  640.374,   672.910,  0.000,  12,  1482,   216,    36,  1368,   0,  3,  4,   1,  -12,  0,  0,  1,  1,   6,   3,   3,   1,  22,  28,  15, 7 25 35 53 67 73 95 103 …,           222, XX         X
  667,       23⋅29,         121,  121.211,  119.848,  128.033,  640.374,   672.910,  0.000,   4,   720,   616,   308,   720,   1,  2,  2,   1,  -11,  1,  1,  2,  2,   7,   4,   4,   2,   0,   0,  16, 6 24 60 66 90 120 144 210 …,         667,         XX
  668,      2²⋅167,         121,  121.360,  119.998,  128.187,  640.374,   672.910,  0.000,   6,  1176,   332,   166,  1007,   0,  2,  3,  -1,  -11,  0,  2,  3,  3,   8,   5,   5,   3,   1,   1,  17, 9 15 51 75 105 159 189 219 …,        334, X                                     X
  669,     3⋅223,           121,  121.509,  120.148,  128.341,  640.374,   672.910,  0.000,   4,   896,   444,   222,   896,   1,  2,  2,   1,  -10,  1,  0,  4,  4,   9,   6,   6,   4,   2,   2,  18, 8 22 50 70 82 92 100 128 …,          669,  X                                             X
  670,    2⋅5⋅67,           121,  121.657,  120.298,  128.494,  640.374,   672.910,  0.000,   8,  1224,   264,   132,  1224,  -1,  3,  3,  -1,  -11,  0,  1,  0,  5,  10,   7,   7,   5,   3,   3,  19, 39 57 63 69 99 183 207 213 …,        670, X X               X
  671,   11⋅61,             121,  121.806,  120.448,  128.648,  640.374,   672.910,  0.000,   4,   744,   600,    60,   744,   1,  2,  2,   1,  -10,  1,  2,  1,  6,   0,   8,   8,   6,   4,   4,  20, 12 30 72 102 150 168 192 210 …,      671,     X            X
  672,  2⁵⋅3⋅7,             121,  121.954,  120.598,  128.802,  640.374,   672.910,  0.000,  24,  2016,   192,    24,  1536,   0,  3,  7,  -1,  -10,  0,  0,  2,  0,   1,   9,   9,   7,   5,   5,  21, 11 19 29 55 71 79 85 101 …,           42, XX X
  673, 673,                 122,  122.103,  120.747,  128.955,  646.886,   679.422,  6.512,   2,   674,   672,   672,   674,  -1,  1,  1,  -1,  -11,  1,  1,  3,  1,   2,  10,  10,   8,   6,   6,  22, 54 60 66 96 150 186 210 234 …,       673,                                                                                                                          X
  674,  2⋅337,              122,  122.251,  120.897,  129.109,  646.886,   679.422,  0.000,   4,  1014,   336,   336,  1013,   1,  2,  2,   1,  -10,  0,  2,  4,  2,   3,  11,  11,   9,   7,   7,  23, 27 87 153 165 183 207 213 255 …,     674, X                                                                  X
  675,   3³⋅5²,             122,  122.400,  121.047,  129.262,  646.886,   679.422,  0.000,  12,  1240,   360,   180,  1080,   0,  2,  5,  -1,  -10,  1,  0,  0,  3,   4,  12,  12,  10,   8,   8,  24, 2 16 34 44 58 68 76 82 …,             15,  XX
  676,  2²⋅13²,             122,  122.548,  121.197,  129.416,  646.886,   679.422,  0.000,   9,  1281,   312,   156,  1092,   0,  2,  4,   1,  -10,  0,  1,  1,  4,   5,   0,  13,  11,   9,   9,  25, 15 33 57 63 75 135 153 177 …,         26, X    X
  677, 677,                 123,  122.697,  121.346,  129.569,  653.404,   685.940,  6.518,   2,   678,   676,   676,   678,  -1,  1,  1,  -1,  -11,  1,  2,  2,  5,   6,   1,  14,  12,  10,  10,  26, 24 84 120 186 210 234 276 294 …,     677,                                                                                                                           X
  678,  2⋅3⋅113,            123,  122.845,  121.496,  129.723,  653.404,   685.940,  0.000,   8,  1368,   224,   112,  1368,  -1,  3,  3,  -1,  -12,  0,  0,  3,  6,   7,   2,  15,  13,  11,  11,  27, 5 31 61 65 79 91 109 131 …,          678, XX                           X
  679,   7⋅97,              123,  122.993,  121.646,  129.876,  653.404,   685.940,  0.000,   4,   784,   576,    96,   783,   1,  2,  2,   1,  -11,  1,  1,  4,  0,   8,   3,  16,  14,  12,  12,  28, 48 60 72 78 108 132 180 240 …,       679,    X                    X
  680,    2³⋅5⋅17,          123,  123.142,  121.795,  130.029,  653.404,   685.940,  0.000,  16,  1620,   256,    16,  1296,   0,  3,  5,  -1,  -11,  0,  2,  0,  1,   9,   4,   0,  15,  13,  13,  29, 3 21 39 63 81 93 117 159 …,          170, X X   X
  681,   3⋅227,             123,  123.290,  121.945,  130.183,  653.404,   685.940,  0.000,   4,   912,   452,   226,   912,   1,  2,  2,   1,  -10,  1,  0,  1,  2,  10,   5,   1,  16,  14,  14,  30, 20 28 38 62 80 88 140 158 …,         681,  X                                              X
  682,  2⋅11⋅31,            123,  123.438,  122.094,  130.336,  653.404,   685.940,  0.000,   8,  1152,   300,    30,  1151,  -1,  3,  3,  -1,  -11,  0,  1,  2,  3,   0,   6,   2,  17,  15,  15,   0, 9 51 69 75 105 141 195 225 …,        682, X   X     X
  683, 683,                 124,  123.586,  122.244,  130.489,  659.930,   692.466,  6.526,   2,   684,   682,   682,   684,  -1,  1,  1,  -1,  -12,  1,  2,  3,  4,   1,   7,   3,  18,  16,  16,   1, 36 90 114 126 174 180 204 264 …,     683,                                                                                                                            X
  684,  2²⋅3²⋅19,           124,  123.735,  122.393,  130.642,  659.930,   692.466,  0.000,  18,  1820,   216,    18,  1440,   0,  3,  5,  -1,  -12,  0,  0,  4,  5,   2,   8,   4,   0,  17,  17,   2, 7 25 43 67 77 85 113 127 …,          114, XX     X
  685,   5⋅137,             124,  123.883,  122.543,  130.795,  659.930,   692.466,  0.000,   4,   828,   544,   136,   828,   1,  2,  2,   1,  -11,  1,  1,  0,  6,   3,   9,   5,   1,  18,  18,   3, 24 42 54 66 72 84 138 144 …,         685,   X                             X
  686,    2⋅7³,             124,  124.031,  122.692,  130.949,  659.930,   692.466,  0.000,   8,  1200,   294,   294,  1176,   0,  2,  4,   1,  -11,  0,  2,  1,  0,   4,  10,   6,   2,  19,  19,   4, 33 87 123 177 195 225 243 255 …,      14, X  X
  687,     3⋅229,           124,  124.179,  122.842,  131.102,  659.930,   692.466,  0.000,   4,   920,   456,   228,   919,   1,  2,  2,   1,  -10,  1,  0,  2,  1,   5,  11,   7,   3,  20,  20,   5, 4 14 40 46 56 70 74 86 …,            687,  X                                               X
  688,    2⁴⋅43,            124,  124.327,  122.991,  131.255,  659.930,   692.466,  0.000,  10,  1364,   336,    84,  1056,   0,  2,  5,  -1,  -10,  0,  1,  3,  2,   6,  12,   8,   4,  21,  21,   6, 45 69 81 141 165 189 231 249 …,       86, X            X
  689,   13⋅53,             124,  124.475,  123.140,  131.408,  659.930,   692.466,  0.000,   4,   756,   624,   156,   755,   1,  2,  2,   1,   -9,  1,  2,  4,  3,   7,   0,   9,   5,  22,  22,   7, 12 30 72 120 132 168 198 222 …,      689,      X         X
  690,  2⋅3⋅5⋅23,           124,  124.623,  123.290,  131.561,  659.930,   692.466,  0.000,  16,  1728,   176,    44,  1727,   1,  4,  4,   1,   -8,  0,  0,  0,  4,   8,   1,  10,   6,   0,  23,   8, 29 37 43 49 71 83 97 119 …,          690, XXX     X
  691, 691,                 125,  124.771,  123.439,  131.714,  666.469,   699.004,  6.538,   2,   692,   690,   690,   692,  -1,  1,  1,  -1,   -9,  1,  1,  1,  5,   9,   2,  11,   7,   1,  24,   9, 18 48 60 78 120 168 192 228 …,       691,                                                                                                                             X
  692,  2²⋅173,             125,  124.919,  123.588,  131.867,  666.469,   699.004,  0.000,   6,  1218,   344,   172,  1044,   0,  2,  3,  -1,   -9,  0,  2,  2,  6,  10,   3,  12,   8,   2,  25,  10, 9 51 105 129 135 171 189 249 …,      346, X                                      X
  693,   3²⋅7⋅11,           125,  125.067,  123.737,  132.020,  666.469,   699.004,  0.000,  12,  1248,   360,    30,  1152,   0,  3,  4,   1,   -9,  1,  0,  3,  0,   0,   4,  13,   9,   3,  26,  11, 16 34 40 46 50 76 80 94 …,           231,  X XX
  694,    2⋅347,            125,  125.215,  123.887,  132.172,  666.469,   699.004,  0.000,   4,  1044,   346,   346,  1044,   1,  2,  2,   1,   -8,  0,  1,  4,  1,   1,   5,  14,  10,   4,  27,  12, 33 63 75 93 117 273 297 315 …,       694, X                                                                   X
  695,     5⋅139,           125,  125.363,  124.036,  132.325,  666.469,   699.004,  0.000,   4,   840,   552,   276,   839,   1,  2,  2,   1,   -7,  1,  2,  0,  2,   2,   6,  15,  11,   5,  28,  13, 48 78 102 126 132 186 192 216 …,     695,   X                              X
  696,      2³⋅3⋅29,        125,  125.511,  124.185,  132.478,  666.469,   699.004,  0.000,  16,  1800,   224,    28,  1440,   0,  3,  5,  -1,   -7,  0,  0,  1,  3,   3,   7,  16,  12,   6,   0,  14, 5 13 23 37 43 55 65 77 …,            174, XX       X
  697,     17⋅41,           125,  125.658,  124.334,  132.631,  666.469,   699.004,  0.000,   4,   756,   640,    80,   756,   1,  2,  2,   1,   -6,  1,  1,  2,  4,   4,   8,   0,  13,   7,   1,  15, 36 54 90 126 156 210 240 300 …,      697,       X     X
  698,    2⋅349,            125,  125.806,  124.483,  132.784,  666.469,   699.004,  0.000,   4,  1050,   348,   348,  1050,   1,  2,  2,   1,   -5,  0,  2,  3,  5,   5,   9,   1,  14,   8,   2,  16, 21 45 99 111 129 141 189 231 …,      698, X                                                                    X
  699,   3⋅233,             125,  125.954,  124.632,  132.936,  666.469,   699.004,  0.000,   4,   936,   464,   232,   936,   1,  2,  2,   1,   -4,  1,  0,  4,  6,   6,  10,   2,  15,   9,   3,  17, 40 52 58 98 112 122 128 130 …,       699,  X                                                X
  700,  2²⋅5²⋅7,            125,  126.102,  124.781,  133.089,  666.469,   699.004,  0.000,  18,  1736,   240,    60,  1439,   0,  3,  5,  -1,   -4,  0,  1,  0,  0,   7,  11,   3,  16,  10,   4,  18, 9 27 39 57 69 87 123 129 …,           70, X XX
  701, 701,                 126,  126.249,  124.930,  133.242,  673.021,   705.557,  6.553,   2,   702,   700,   700,   701,  -1,  1,  1,  -1,   -5,  1,  2,  1,  1,   8,  12,   4,  17,  11,   5,  19, 18 42 60 108 138 180 210 240 …,      701,                                                                                                                              X
  702,  2⋅3³⋅13,            126,  126.397,  125.079,  133.394,  673.021,   705.557,  0.000,  16,  1680,   216,    36,  1512,   0,  3,  5,  -1,   -5,  0,  0,  2,  2,   9,   0,   5,  18,  12,   6,  20, 25 41 49 55 59 71 85 95 …,            78, XX   X
  703,   19⋅37,             126,  126.545,  125.228,  133.547,  673.021,   705.557,  0.000,   4,   760,   648,    36,   759,   1,  2,  2,   1,   -4,  1,  1,  3,  3,  10,   1,   6,   0,  13,   7,  21, 30 84 126 156 180 204 216 264 …,     703,        X   X
  704,    2⁶⋅11,            126,  126.692,  125.377,  133.699,  673.021,   705.557,  0.000,  14,  1524,   320,    80,  1152,   0,  2,  7,  -1,   -4,  0,  2,  4,  4,   0,   2,   7,   1,  14,   8,  22, 57 105 117 135 183 225 237 243 …,     22, X   X
  705,     3⋅5⋅47,          126,  126.840,  125.526,  133.852,  673.021,   705.557,  0.000,   8,  1152,   368,    92,  1151,  -1,  3,  3,  -1,   -5,  1,  0,  0,  5,   1,   3,   8,   2,  15,   9,  23, 4 14 22 28 46 52 64 92 …,            705,  XX           X
  706,    2⋅353,            126,  126.987,  125.674,  134.004,  673.021,   705.557,  0.000,   4,  1062,   352,   352,  1061,   1,  2,  2,   1,   -4,  0,  1,  1,  6,   2,   4,   9,   3,  16,  10,  24, 33 45 63 105 285 327 333 357 …,      706, X                                                                     X
  707,   7⋅101,             126,  127.135,  125.823,  134.157,  673.021,   705.557,  0.000,   4,   816,   600,   300,   815,   1,  2,  2,   1,   -3,  1,  2,  2,  0,   3,   5,  10,   4,  17,  11,  25, 54 66 90 114 120 150 204 240 …,      707,    X                     X
  708,  2²⋅3⋅59,            126,  127.282,  125.972,  134.309,  673.021,   705.557,  0.000,  12,  1680,   232,    58,  1440,   0,  3,  4,   1,   -3,  0,  0,  3,  1,   4,   6,  11,   5,  18,  12,  26, 25 31 35 49 61 65 89 101 …,          354, XX              X
  709, 709,                 127,  127.430,  126.121,  134.461,  679.585,   712.121,  6.564,   2,   710,   708,   708,   710,  -1,  1,  1,  -1,   -4,  1,  1,  4,  2,   5,   7,  12,   6,  19,  13,  27, 18 48 78 102 168 210 288 300 …,      709,                                                                                                                               X
  710,  2⋅5⋅71,             127,  127.577,  126.269,  134.614,  679.585,   712.121,  0.000,   8,  1296,   280,   140,  1295,  -1,  3,  3,  -1,   -5,  0,  2,  0,  3,   6,   8,  13,   7,  20,  14,  28, 9 33 51 63 111 117 147 153 …,        710, X X                X
  711,   3²⋅79,             127,  127.724,  126.418,  134.766,  679.585,   712.121,  0.000,   6,  1040,   468,    78,   960,   0,  2,  3,  -1,   -5,  1,  0,  1,  4,   7,   9,  14,   8,  21,  15,  29, 28 50 58 98 110 112 118 142 …,       237,  X                   X
  712,    2³⋅89,            127,  127.872,  126.567,  134.918,  679.585,   712.121,  0.000,   8,  1350,   352,    88,  1080,   0,  2,  4,   1,   -5,  0,  1,  2,  5,   8,  10,  15,   9,  22,  16,  30, 21 39 99 111 141 165 171 225 …,      178, X                      X
  713,     23⋅31,           127,  128.019,  126.715,  135.071,  679.585,   712.121,  0.000,   4,   768,   660,   330,   768,   1,  2,  2,   1,   -4,  1,  2,  3,  6,   9,  11,  16,  10,   0,  17,   0, 30 60 96 114 126 144 150 234 …,      713,         X X
  714,      2⋅3⋅7⋅17,       127,  128.166,  126.864,  135.223,  679.585,   712.121,  0.000,  16,  1728,   192,    48,  1727,   1,  4,  4,   1,   -3,  0,  0,  4,  0,  10,  12,   0,  11,   1,  18,   1, 5 13 37 55 73 83 95 97 …,            714, XX X  X
  715,     5⋅11⋅13,         127,  128.314,  127.012,  135.375,  679.585,   712.121,  0.000,   8,  1008,   480,    60,  1007,  -1,  3,  3,  -1,   -4,  1,  1,  0,  1,   0,   0,   1,  12,   2,  19,   2, 24 42 54 72 96 108 114 138 …,        715,   X XX
  716,    2²⋅179,           127,  128.461,  127.161,  135.527,  679.585,   712.121,  0.000,   6,  1260,   356,   178,  1080,   0,  2,  3,  -1,   -4,  0,  2,  1,  2,   1,   1,   2,  13,   3,  20,   3, 57 123 147 195 213 225 237 255 …,    358, X                                       X
  717,   3⋅239,             127,  128.608,  127.309,  135.679,  679.585,   712.121,  0.000,   4,   960,   476,   238,   960,   1,  2,  2,   1,   -3,  1,  0,  2,  3,   2,   2,   3,  14,   4,  21,   4, 16 26 34 40 44 56 70 104 …,          717,  X                                                 X
  718,  2⋅359,              127,  128.755,  127.458,  135.831,  679.585,   712.121,  0.000,   4,  1080,   358,   358,  1080,   1,  2,  2,   1,   -2,  0,  1,  3,  4,   3,   3,   4,  15,   5,  22,   5, 9 105 111 141 219 279 321 345 …,     718, X                                                                      X
  719, 719,                 128,  128.902,  127.606,  135.983,  686.163,   718.698,  6.578,   2,   720,   718,   718,   720,  -1,  1,  1,  -1,   -3,  1,  2,  4,  5,   4,   4,   5,  16,   6,  23,   6, 42 78 102 120 162 210 228 252 …,     719,                                                                                                                                X
  720,  2⁴⋅3²⋅5,            128,  129.050,  127.755,  136.135,  686.163,   718.698,  0.000,  30,  2418,   192,    12,  1728,   0,  3,  7,  -1,   -3,  0,  0,  0,  6,   5,   5,   6,  17,   7,  24,   7, 19 37 67 77 89 101 103 107 …,         30, XXX
  721,   7⋅103,             128,  129.197,  127.903,  136.287,  686.163,   718.698,  0.000,   4,   832,   612,   102,   832,   1,  2,  2,   1,   -2,  1,  1,  1,  0,   6,   6,   7,  18,   8,  25,   8, 12 30 48 90 102 108 198 288 …,       721,    X                      X
  722,    2⋅19²,            128,  129.344,  128.052,  136.439,  686.163,   718.698,  0.000,   6,  1143,   342,   342,  1140,   0,  2,  3,  -1,   -2,  0,  2,  2,  1,   7,   7,   8,   0,   9,  26,   9, 21 39 75 105 135 159 165 219 …,       38, X      X
  723,     3⋅241,           128,  129.491,  128.200,  136.591,  686.163,   718.698,  0.000,   4,   968,   480,   240,   967,   1,  2,  2,   1,   -1,  1,  0,  3,  2,   8,   8,   9,   1,  10,  27,  10, 4 46 50 64 104 106 116 130 …,        723,  X                                                  X
